Gene,C3,C5,C7,T3,T4,T5
Mir6389,0,0,0,0,0,0
Gabrb3,17,23,31,17,30,10
Atp10a,292,209,216,211,226,112
Ube3a,1927,1172,1463,1722,1699,562
Snhg14,64,41,56,74,60,26
Gm22496,0,0,0,0,0,0
Gm26230,0,0,0,0,0,0
Gm24027,0,0,0,0,0,0
Ipw,0,0,0,0,0,0
Gm26504,0,0,0,0,0,0
Snord116l1,0,0,0,0,0,0
Snord116l2,0,0,0,0,0,0
Snord64,0,1,4,5,10,0
Snrpn,0,0,0,2,1,0
Snurf,0,0,0,0,0,0
Gm7367,28,16,23,24,27,27
Gm29729,0,0,0,0,0,0
A230006K03Rik,1,0,0,1,1,0
B230209E15Rik,0,0,0,0,0,0
Mir344d-1,0,0,0,0,0,0
Mir344d-2,0,0,0,0,0,0
A230057D06Rik,4,2,2,4,8,0
Mir344d-3,0,0,0,0,0,0
Mir344e,0,0,0,0,0,0
Mir344h-1,0,0,0,0,0,0
Mir344h-2,0,0,0,0,0,0
Mir344b,0,0,0,0,0,0
Mir344c,0,0,0,0,0,0
Mir344,0,0,0,0,0,0
Mir344-2,0,0,0,0,0,0
A330076H08Rik,1,0,0,2,1,0
Mir344g,0,0,0,0,0,0
Mir344f,0,0,0,0,0,0
Mir344i,0,0,0,0,0,0
Gm32061,0,0,0,0,0,0
Ndn,154,154,138,137,199,169
Magel2,0,0,0,0,0,0
Mkrn3,9,2,5,7,21,3
Peg12,10,16,6,8,12,4
Chrna7,8,1,8,7,7,2
4930554H23Rik,0,0,0,0,0,0
Otud7a,10,6,6,3,5,5
Klf13,3924,2404,3049,3136,3879,1949
Gm27252,11,6,3,7,3,6
E030018B13Rik,5,7,4,5,0,7
Gm32633,3,2,4,2,6,3
Trpm1,0,0,1,0,0,0
Mir211,0,0,0,0,0,0
Mir6416,0,0,0,0,0,0
Mtmr10,606,416,518,599,671,182
Fan1,402,234,310,355,405,117
Mphosph10,611,368,444,416,393,236
Mcee,624,376,428,437,471,393
Apba2,94,45,88,132,102,28
Fam189a1,164,83,173,190,180,101
Nsmce3,655,461,539,530,558,347
1810049I09Rik,0,0,0,0,0,0
Tjp1,4728,3086,3638,5040,5464,1210
BC046251,0,0,0,0,0,0
Tarsl2,291,155,180,252,246,69
Tm2d3,618,398,478,452,511,355
1810008I18Rik,52,47,43,71,72,18
Gm20684,2,11,5,6,10,8
Pcsk6,497,352,372,438,599,382
Snrpa1,841,548,680,464,527,328
Selenos,1900,1306,1636,1571,1474,703
Chsy1,332,273,232,230,277,148
Lrrk1,3084,1819,2490,2431,2741,1764
Mir7057,0,0,0,0,0,0
Aldh1a3,218,263,238,199,267,124
Asb7,674,446,549,554,653,268
Lins1,234,201,199,202,180,54
Cers3,1,4,10,5,10,1
Adamts17,93,71,71,142,136,94
1700112J16Rik,5,5,7,11,10,5
Lysmd4,526,339,405,439,434,337
Mef2a,1490,1070,1191,1456,1486,413
Lrrc28,185,128,165,187,181,99
Ttc23,269,178,249,253,308,145
Synm,5484,2966,3617,3171,4481,1470
4833412C05Rik,28,19,17,15,19,9
Igf1r,1155,694,879,1028,1260,408
Pgpep1l,2,3,2,4,5,0
Gm16157,0,0,0,1,0,0
Fam169b,2,5,4,4,10,2
Gm16158,0,0,0,0,0,2
4933436H12Rik,0,1,2,0,0,0
Gm5334,0,0,0,0,0,0
Arrdc4,3403,1738,2712,2197,2610,1164
4930402F11Rik,0,0,0,0,0,0
Gm29683,0,1,1,0,0,0
Nr2f2,892,571,770,834,1111,444
B130024G19Rik,15,7,9,14,18,3
4930441H08Rik,0,0,0,0,0,0
Gm36633,0,0,0,0,0,0
1700011C11Rik,0,0,0,0,0,1
Mctp2,1019,541,773,953,868,203
Rpl17-ps10,90,51,72,60,81,65
Gm6567,8,7,3,5,9,4
Gm30075,0,0,0,0,0,0
4930429H19Rik,3,0,2,3,1,0
A730056A06Rik,24,11,11,6,9,6
Rgma,469,340,361,383,490,404
Chd2,1997,1191,1533,1898,1798,576
Chaserr,797,479,625,666,866,366
Gm4971,0,0,0,0,0,0
Fam174b,2109,1313,1693,1832,2099,1171
Gm10619,0,0,0,0,0,0
Mir7234,0,0,0,0,0,0
Gm21269,2,0,0,0,0,0
St8sia2,9,4,6,12,8,3
Slco3a1,574,303,430,415,455,281
4930533N22Rik,0,0,0,0,0,0
Sv2b,56,33,27,16,49,12
1500012K07Rik,1,0,1,0,0,0
Akap13,6857,4031,5379,7010,6421,2651
AU020206,702,378,682,501,610,225
Klhl25,555,364,493,387,497,486
Agbl1,0,0,0,0,1,0
Ntrk3,26,11,15,23,11,10
E430016F16Rik,0,0,0,2,0,0
Mrpl46,881,533,747,572,534,333
Mrps11,503,314,455,413,471,500
Det1,377,268,322,275,373,259
Mir7-2,0,0,0,0,0,0
Aen,852,569,676,498,559,317
Isg20,448,306,317,333,301,304
Gm26633,0,0,2,0,0,0
Acan,0,0,0,0,0,0
Hapln3,1,3,1,2,0,2
Mfge8,2164,1461,1853,1965,2061,2301
Gm31510,1,0,0,1,0,0
Abhd2,4954,3073,4175,5547,5780,2869
Rlbp1,2,0,3,1,1,0
Fanci,237,150,178,180,167,46
Polg,2172,1462,1765,1689,2070,1509
Mir9-3hg,1,0,0,0,0,0
Mir9-3,0,0,0,0,0,0
Gm51285,0,0,0,0,0,0
Rhcg,0,0,1,1,0,0
Ticrr,469,262,374,339,313,136
Kif7,79,40,47,52,66,32
Plin1,0,626,15,2,3,61
Pex11a,698,534,673,624,641,322
Wdr93,8,4,6,4,5,4
Mesp1,2,3,0,1,0,0
Mesp2,9,4,3,3,9,4
Anpep,546,795,518,563,591,403
Ap3s2,1231,761,919,986,1058,787
Arpin,2075,1365,1615,1536,1724,1318
Zfp710,2425,1745,2043,2037,2067,1365
Gm21057,15,12,8,11,11,11
Idh2,3529,2180,2927,2708,3153,2430
Sema4b,3580,2506,2990,2930,3365,2408
Cib1,5307,3219,4297,4048,3912,3267
Gdpgp1,456,316,369,370,369,182
Ttll13,10,12,7,13,8,9
Ngrn,720,506,578,488,611,308
Vps33b,655,421,570,580,662,191
Prc1,1541,1036,1331,1145,943,271
Rccd1,236,153,210,212,231,87
Unc45a,2687,1716,2208,2003,2413,2289
Hddc3,95,54,59,70,78,48
Man2a2,980,993,933,967,1249,541
Fes,825,652,753,646,734,622
Furin,3351,2482,2892,2902,3510,3080
Gm44851,2,4,3,5,1,2
Blm,302,155,221,221,198,65
Crtc3,789,547,671,650,806,370
Gm15880,1,0,1,1,4,6
Iqgap1,14428,8962,10552,12705,12938,4218
Zscan2,70,50,72,52,78,71
Wdr73,375,275,274,327,320,225
Nmb,35,23,25,32,18,11
Sec11a,1770,1092,1383,1264,1360,811
Zfp592,1824,1244,1586,1628,1753,868
Alpk3,3,2,7,5,5,1
Slc28a1,1,0,0,0,0,2
Pde8a,240,284,181,225,295,90
Rps17,8540,5885,7183,6935,7607,7887
Cpeb1,76,58,79,92,122,28
Ap3b2,59,47,51,41,81,55
BC048679,0,0,0,0,0,0
2900076A07Rik,153,96,121,152,169,40
Mir1839,23,20,21,17,27,8
Fsd2,6,6,2,1,4,1
Whamm,1146,788,999,1136,1124,718
Homer2,755,679,646,904,938,287
Gm51279,0,0,0,1,0,0
Ramac,1198,730,975,1062,1106,690
3110040N11Rik,378,234,303,288,350,186
Btbd1,2578,1515,1926,1861,2207,1236
Tm6sf1,130,145,126,124,143,55
Hdgfl3,188,143,148,139,234,70
Bnc1,34,62,20,20,34,5
Gm20744,0,0,0,0,0,1
Sh3gl3,28,18,30,27,23,20
Adamtsl3,169,125,110,123,101,38
Saxo2,13,7,9,10,15,4
Efl1,827,538,658,738,818,221
4933406J10Rik,0,4,1,1,0,1
Mex3b,119,102,88,88,142,81
4933430H16Rik,0,0,0,0,0,0
A530021J07Rik,1,0,0,0,0,0
Tmc3,41,33,44,64,72,10
Gm16638,121,58,77,113,112,38
Stard5,1707,1255,1628,1726,1810,1314
Il16,201,165,156,144,182,90
Cfap161,0,0,1,1,2,1
Tlnrd1,5282,2878,4381,3850,4416,3845
Mesd,1215,797,917,898,1035,479
Cemip,53,23,24,29,20,11
Abhd17c,4790,2962,3746,3999,4545,2523
LOC117997403,25,4,15,35,20,20
Gm26708,0,0,0,0,0,0
Arnt2,67,56,71,52,78,55
Gm2115,190,100,155,229,306,142
Fah,119,117,85,120,114,80
Zfand6,1961,1386,1502,1657,1825,896
2610206C17Rik,11,3,7,16,2,2
Olfr291,0,0,0,0,0,0
Olfr290,0,0,0,0,0,0
Vmn2r65,0,0,0,0,0,0
Vmn2r66,0,0,0,0,0,0
Vmn2r67,0,0,0,0,0,0
Vmn2r68,0,0,0,0,0,0
Vmn2r69,0,0,0,0,0,0
Vmn2r70,0,0,0,0,0,0
Vmn2r71,0,0,0,0,0,0
Vmn2r72,0,0,0,0,0,0
Vmn2r73,0,0,0,0,0,0
Vmn2r74,0,0,0,0,0,0
Vmn2r75,0,0,0,0,0,0
Vmn2r76,0,0,0,0,0,0
Olfr310,0,0,0,0,0,0
Olfr309,0,0,0,0,0,0
Olfr308,0,0,0,0,0,0
Olfr307,0,0,0,0,0,0
Olfr305,0,0,0,0,0,0
Olfr304,0,0,0,0,0,0
Olfr303,0,0,0,0,0,0
Olfr301,0,0,0,0,0,0
Olfr299,0,0,0,0,0,0
Olfr298,0,0,0,0,0,0
Olfr297,0,0,0,0,0,0
Olfr295,0,0,0,0,0,0
Olfr294,0,0,0,0,0,0
Olfr293,0,0,0,0,0,0
Olfr292,0,0,0,0,0,0
Folh1,1,6,0,0,0,0
Vmn2r77,0,0,0,0,0,0
Vmn2r78,0,0,0,0,0,0
Vmn2r79,0,0,0,0,0,0
Nox4,15,10,9,21,22,5
Tyr,0,0,0,0,0,0
Grm5,0,0,0,0,0,0
Ctsc,3875,2952,3197,2781,3065,1222
Rab38,13,21,9,23,16,4
Tmem135,1087,713,872,956,1069,413
Fzd4,212,236,182,239,263,80
AI314278,0,0,0,4,0,0
Prss23,761,703,538,646,749,281
Me3,23,33,40,28,22,32
Ccdc81,0,1,1,0,0,0
Hikeshi,505,306,403,318,335,192
Eed,1189,811,961,875,953,368
E230029C05Rik,12,11,14,8,19,6
2310010J17Rik,36,22,23,58,57,37
Picalm,6776,4792,5431,6154,6314,1618
Ccdc83,0,0,3,0,3,0
Sytl2,2352,1240,1868,2906,2516,598
Ccdc89,19,17,14,6,10,8
Crebzf,2551,1717,2148,2174,2636,1268
Tmem126a,556,365,488,432,461,351
Tmem126b,268,178,195,227,240,130
Dlg2,102,71,91,59,92,26
4930567K12Rik,0,0,0,0,0,0
Ccdc90b,471,318,332,409,415,241
Ankrd42,59,25,47,45,45,24
Pcf11,1828,1081,1498,1803,1801,453
4632427E13Rik,17,10,11,12,14,9
Rab30,32,27,41,41,33,15
Ddias,124,97,119,122,105,32
Prcp,1349,895,921,1214,1344,537
Fam181b,4,17,8,13,22,11
Gm15501,65,38,41,49,62,67
Tenm4,209,279,134,216,199,79
Mir708,0,0,0,0,0,0
Mir6394,0,0,0,0,0,0
Gm15412,0,0,0,0,0,0
Gm15413,5,1,1,9,10,1
Nars2,482,345,425,425,414,175
Gab2,1136,768,1021,1000,984,501
Usp35,200,150,219,161,242,132
Kctd21,321,260,265,270,263,183
Alg8,668,454,530,466,412,178
Ndufc2,1649,1032,1395,1260,1325,2001
Thrsp,20,210,29,27,19,23
Kctd14,367,254,277,425,360,108
Ints4,1285,857,996,1133,1154,314
Aamdc,477,333,379,421,517,538
Rsf1,1030,665,676,940,976,269
Rsf1os1,0,1,2,1,2,0
Rsf1os2,7,0,5,4,2,0
Clns1a,1205,760,1032,950,1113,539
Aqp11,374,289,295,347,440,256
Pak1,3191,1930,2719,2700,2768,1144
Gdpd4,0,0,0,0,0,0
Myo7a,759,658,628,724,732,460
Capn5,7027,4020,5913,6800,6920,5661
Omp,483,287,411,491,432,374
Gm16938,44,32,38,53,55,19
B3gnt6,400,592,350,925,840,571
Acer3,436,321,370,445,387,120
Tsku,371,320,335,697,1287,625
Gucy2d,0,1,2,1,0,3
Lrrc32,351,279,290,298,348,187
Emsy,783,587,647,734,671,123
Gm15506,39,22,20,27,40,20
Thap12,1438,1054,1259,1279,1545,475
Wnt11,71,58,50,32,56,46
Uvrag,736,522,680,701,778,362
Dgat2,1384,1352,1482,1807,2151,2248
Mogat2,76,47,66,51,70,84
Gm26705,0,2,2,0,1,0
Map6,152,117,88,112,157,76
Serpinh1,2917,3462,1847,1539,2315,2341
Gdpd5,351,236,306,262,420,380
Klhl35,5,13,4,6,14,3
Rps3,19287,13158,16823,15783,17973,20259
Snord15b,3,2,7,5,6,10
Snord15a,0,0,0,0,2,0
Arrb1,3969,2546,3296,3200,3249,2376
Mir326,0,0,0,0,0,0
Tpbgl,121,151,78,86,104,103
Slco2b1,1028,783,946,777,988,740
Olfr520,0,0,0,0,0,0
Olfr521,0,0,0,0,0,0
Neu3,186,116,126,91,129,65
Spcs2,3257,2014,2569,2073,2220,1113
Xrra1,4,4,3,6,3,4
Rnf169,858,657,703,883,840,450
Gm5115,6,1,6,6,6,4
Chrdl2,133,107,74,105,88,41
Pold3,1419,916,1163,1094,1049,495
Lipt2,433,281,389,328,420,208
Gm34821,26,16,19,15,29,5
Kcne3,3846,2628,3343,3028,3337,1460
Pgm2l1,468,314,384,451,510,157
Gpx2-ps1,22,11,26,26,4,17
P4ha3,27,36,31,31,31,13
Ppme1,1905,1251,1567,1429,1593,1206
C2cd3,1204,719,786,926,1023,387
Ucp3,5,11,1,6,1,1
Ucp2,15777,12478,13606,14940,18941,19694
Dnajb13,115,78,71,65,115,57
Coa4,428,252,371,279,356,328
Mrpl48,782,549,707,678,719,620
Rab6a,4033,2579,3234,3538,3531,1332
Plekhb1,138,114,117,78,134,55
Fam168a,1026,664,786,763,975,494
Relt,71,54,60,50,71,56
Arhgef17,1014,718,906,780,1176,656
Mir3102,0,0,0,0,0,0
P2ry6,859,662,718,696,846,497
P2ry2,781,626,675,830,985,761
Fchsd2,1625,1017,1198,1439,1735,635
Atg16l2,276,186,202,222,317,168
Stard10,17592,10943,13654,13948,15618,17630
Arap1,4198,2875,3052,3505,3736,3434
Pde2a,4372,2985,3541,3931,3892,2866
Mir139,0,0,0,0,0,0
Gm19765,117,84,141,143,113,44
Art2a,575,291,714,499,466,319
Art2b,34,9,37,22,22,6
Clpb,1131,803,906,863,854,710
Phox2a,42,26,33,31,47,50
Inppl1,5569,3622,4411,4471,5008,3490
Folr2,76,185,87,45,91,58
Folr1,7,5,1,3,21,8
Anapc15,361,241,280,276,227,203
Tomt,85,45,50,44,74,33
Lamtor1,2196,1625,1952,1724,1829,1923
Lrrc51,154,85,123,100,175,91
Numa1,8275,5255,6195,7155,7822,4591
Il18bp,1244,605,1244,704,515,450
Rnf121,1450,861,1198,1122,1055,679
Xndc1,137,99,106,121,121,47
Xntrpc,0,0,0,0,0,0
Trpc2,0,0,0,0,0,0
Art5,28,2,14,13,9,4
Art1,3,0,5,3,3,1
Chrna10,16,4,2,6,10,4
Nup98,2496,1666,2004,2030,2125,816
Pgap2,1955,1260,1554,1568,1877,1038
Rhog,1402,1130,1145,1013,1205,1202
Stim1,4712,2958,3384,3931,4709,3916
Rrm1,2797,1631,2177,1784,1682,593
Olfr543,2,0,1,3,0,0
Olfr544,0,0,0,0,0,0
Olfr545,1,0,0,0,1,0
Olfr547,0,0,0,0,0,0
Olfr549,0,0,0,0,0,0
Trim21,645,383,642,676,535,257
Olfr550,0,0,0,0,0,0
Olfr551,0,0,0,0,0,0
Olfr552,0,0,0,0,0,0
Olfr553,0,0,0,0,0,0
Olfr554,0,0,0,0,0,0
Olfr555,0,0,0,0,0,0
Olfr556,0,0,0,0,0,0
Trim68,388,198,255,312,369,96
Olfr557,0,0,0,0,0,0
Olfr558,26,33,30,30,36,19
Olfr33,0,0,0,0,1,0
Olfr559,0,0,0,1,2,0
Olfr78,126,95,137,204,232,32
Olfr560,0,1,0,1,1,0
Olfr561,0,0,0,0,0,0
Olfr564,0,0,0,0,0,0
Olfr566,0,0,2,0,0,1
Olfr568,0,0,0,0,0,0
Olfr569,0,0,0,0,0,0
Olfr570,0,0,0,0,0,0
Olfr571,0,0,0,0,0,0
Olfr572,0,0,0,0,0,0
Olfr574,0,0,0,0,0,0
Olfr575,0,0,0,0,0,0
Olfr576,0,0,0,0,0,0
Olfr577,0,0,0,0,0,0
Olfr578,0,0,0,0,0,0
Olfr582,0,0,0,0,0,0
Olfr583,0,0,0,0,0,0
Olfr584,0,0,0,0,0,0
Olfr585,0,0,0,0,0,0
Olfr586,0,0,0,0,0,0
Olfr589,0,0,0,0,0,0
Olfr591,0,0,0,0,0,0
Olfr592,0,0,0,0,0,0
Olfr593,0,0,0,0,0,0
Olfr594,0,0,0,0,0,0
Usp17ld,0,0,0,0,0,0
Olfr596,0,0,0,0,0,0
Olfr597,0,0,0,0,0,0
Olfr598,0,0,0,0,0,0
Olfr599,0,0,0,0,0,0
Olfr600,0,0,0,0,0,0
Olfr601,0,0,0,0,0,0
Olfr603,0,0,0,0,0,0
Usp17lc,0,0,0,0,0,0
Olfr605,0,0,0,0,0,0
Olfr606,0,0,0,0,0,0
Olfr607,0,0,0,0,0,0
Olfr608,0,0,0,0,0,0
Olfr609,0,0,0,0,0,0
Olfr610,0,0,0,0,0,0
Olfr611,0,0,0,0,0,0
Olfr612,0,0,0,0,0,0
Olfr613,0,0,0,0,0,0
Olfr615,0,0,0,0,0,0
Olfr616,0,0,0,0,0,0
Olfr617,0,0,0,0,0,0
Olfr618,0,0,0,0,0,0
Olfr619,0,0,0,0,0,0
Olfr620,0,0,0,0,0,0
Olfr622,0,0,0,0,0,0
Olfr623,0,0,0,0,0,0
Olfr624,0,0,0,0,0,0
Olfr243,0,0,0,0,0,0
Olfr628,0,0,0,0,0,0
Olfr629,0,0,0,0,0,0
Olfr630,0,0,0,0,0,0
Olfr69,0,0,0,0,0,0
Olfr68,0,0,0,0,0,0
Olfr67,0,0,0,0,0,0
Hbb-bt,0,0,0,0,0,0
Hbb-b2,0,0,0,0,0,0
Hbb-bs,0,0,0,0,0,0
Hbb-b1,0,0,0,0,0,0
Hbb-bh2,0,0,0,0,0,0
Hbb-bh1,0,0,0,0,0,0
Hbb-y,0,0,0,0,0,0
Olfr66,0,0,0,0,0,0
Olfr64,0,0,0,0,0,0
Olfr65,0,0,0,0,0,0
Olfr631,0,0,0,0,0,0
Olfr632,0,0,0,0,0,0
Olfr633,0,0,0,0,0,0
Olfr635,0,0,0,0,0,0
Olfr638,0,0,0,0,0,0
Olfr639,0,0,0,0,0,0
Olfr640,0,0,0,0,0,0
Olfr641,0,0,0,0,0,0
Olfr642,0,0,0,0,0,0
Olfr643,0,0,0,0,0,0
Olfr644,0,0,0,0,0,0
Olfr645,0,0,0,0,0,0
Olfr646,0,0,0,0,0,0
Ubqln5,0,0,0,0,0,0
Ubqln3,0,0,0,0,0,0
Ubqlnl,0,0,0,0,0,0
Olfm5,0,0,0,0,0,0
Olfr648,0,0,0,0,0,0
Olfr649,0,0,0,0,0,0
Trim6,441,293,431,508,545,137
Trim34a,686,520,594,665,751,256
Trim5,190,125,153,216,190,38
Trim12a,957,621,937,1022,982,434
Gm15133,27,14,24,36,44,31
Trim34b,18,4,8,6,26,6
Trim12c,1284,785,1049,1159,1120,333
Trim30b,6,14,14,19,16,2
Trim30c,19,9,17,6,11,0
Trim30a,1262,1010,1147,1346,1012,358
Trim30d,1370,999,1257,1697,1633,472
Trim30e-ps1,16,5,5,16,8,1
Olfr651,0,0,0,0,0,0
Olfr652,0,0,0,0,1,2
Olfr653,0,0,0,0,0,0
Olfr654,0,1,0,0,0,0
Olfr655,0,0,0,0,0,0
Olfr656,0,0,0,0,0,0
Olfr657,0,0,0,0,0,0
Olfr658,0,1,4,2,4,1
Olfr659,0,0,0,0,0,0
Olfr661,0,0,0,0,0,0
Olfr663,0,0,0,0,0,0
Usp17le,0,0,0,0,0,0
Usp17lb,0,0,0,0,0,0
Usp17la,0,0,0,0,0,0
Olfr665,0,0,0,0,0,0
Olfr666,0,0,0,0,0,0
Olfr667,0,0,0,0,0,0
Olfr668,0,0,0,0,0,0
Olfr669,0,0,0,0,0,0
Olfr670,0,0,0,0,0,0
Olfr671,0,0,0,0,0,0
Olfr672,0,0,0,0,0,0
Olfr675,0,0,0,0,0,0
Olfr676,0,0,0,0,0,0
Olfr677,0,0,0,0,0,0
Olfr678,0,0,0,0,0,0
Olfr679,0,0,0,0,0,0
Olfr681,0,0,0,0,0,0
Olfr683,0,0,0,0,0,0
Olfr684,0,0,0,0,0,0
Olfr685,0,0,0,0,0,0
Olfr686,0,0,0,0,0,0
Olfr688,0,0,0,0,0,0
Olfr689,0,0,0,0,0,0
Olfr690,0,0,0,0,0,0
Olfr691,0,0,0,0,0,0
Olfr692,0,1,0,1,0,0
Fam160a2,3151,1950,2584,2640,2845,1697
Gm5901,0,0,0,0,0,0
Cnga4,3,1,0,3,2,2
Cckbr,5,1,5,3,3,0
Cavin3,784,690,605,665,781,546
Smpd1,833,578,728,693,845,820
Apbb1,318,183,215,186,280,244
Hpx,5,6,2,6,9,2
Trim3,517,401,466,506,558,364
Arfip2,2412,1605,1969,1720,2004,1678
Timm10b,868,599,769,723,811,636
Dnhd1,95,81,76,86,105,41
Rrp8,402,294,384,318,332,199
Ilk,2042,1498,1581,1590,2059,1407
Taf10,2465,1708,2057,1838,1974,1913
Tpp1,2184,1565,1624,1698,2112,779
Dchs1,427,333,340,423,559,427
Mrpl17,1204,907,1048,897,998,810
Gm4070,0,0,0,0,0,0
Gvin1,0,0,0,0,0,0
Gm18853,0,0,0,0,0,0
Gm18852,0,0,0,0,0,0
Gm8979,951,505,801,981,930,155
Gm8989,95,46,57,72,67,21
Gm4759,0,0,0,0,1,0
Gm1966,174,67,139,105,104,53
Olfr693,0,0,0,0,0,0
Olfr694,0,0,0,0,0,0
Olfr695,0,0,0,0,0,0
Olfr697,0,0,0,0,2,0
Olfr698,0,0,0,0,0,0
Olfr699,0,0,0,0,0,0
Olfr700,0,1,0,0,1,0
Olfr701,0,0,0,0,0,0
Olfr702,0,0,0,0,0,0
Olfr703,0,0,0,0,0,0
Olfr704,0,0,0,0,0,0
Olfr705,0,0,0,0,0,0
Olfr706,0,0,0,0,0,0
Olfr707,0,0,0,0,0,0
Olfr1532-ps1,0,0,0,0,0,0
Olfr710,0,0,0,0,0,0
Olfr6,0,0,0,0,0,0
Olfr711,0,0,0,0,0,0
Olfr2,0,0,0,0,0,0
Olfr713,0,0,0,0,0,0
Olfr714,0,0,0,0,0,0
Olfr17,0,0,0,0,0,0
Olfr715b,0,0,0,0,0,0
Olfr715,0,0,0,0,0,0
Olfr716,0,0,0,0,0,0
Nlrp14,0,0,0,0,0,0
Rbmxl2,0,0,0,0,0,0
Syt9,29,18,12,6,27,9
Olfml1,67,43,52,53,76,38
Ppfibp2,867,547,789,813,879,281
Cyb5r2,15,6,5,11,17,6
Ovch2,0,0,0,0,0,0
Olfr467,0,0,0,0,0,0
Olfr469,0,0,0,0,0,0
Olfr470,0,0,0,0,0,0
Olfr471-ps1,0,0,0,0,0,0
Olfr472,0,0,0,0,0,0
Olfr473,0,0,0,0,0,0
Olfr474,0,0,0,0,0,0
Olfr476,0,0,0,0,0,0
Olfr477,0,0,0,0,0,0
Olfr478,0,0,0,0,0,0
Olfr479,0,0,0,0,0,0
Olfr480,0,0,0,0,0,0
Olfr481,0,0,0,0,0,0
Olfr482,0,0,0,0,0,0
Olfr483,0,0,0,0,0,0
Olfr484,0,0,0,0,0,0
Olfr485,0,0,0,0,0,0
Olfr486,0,0,0,0,0,0
Olfr487,0,0,0,0,0,0
Olfr488,0,0,0,0,0,0
Olfr490,0,0,0,0,0,0
Olfr491,0,0,0,0,0,0
Olfr492,0,0,0,0,0,0
Olfr493,0,0,0,0,0,0
Olfr494,0,0,0,0,0,0
Olfr495,0,0,0,0,0,0
Olfr497,0,0,0,0,0,0
Olfr498,0,0,0,0,0,0
Olfr502,0,0,0,0,0,0
Olfr503,0,0,0,0,1,0
Olfr504,0,0,0,0,0,0
Olfr506,0,0,0,0,2,0
Olfr507,0,0,0,0,0,0
Olfr508,0,0,0,0,0,0
Olfr509,0,0,0,0,0,0
Olfr510,0,0,1,0,3,0
Olfr512,0,0,0,0,0,0
Olfr513,0,0,0,0,0,0
Olfr514,0,0,0,0,0,0
Olfr516,0,0,0,0,0,0
Olfr517,0,0,0,0,0,0
Olfr518,0,0,0,0,0,0
Olfr519,0,0,0,0,0,0
Nlrp10,203,117,118,133,130,32
Eif3f,6702,4704,5790,5981,7395,6420
Tub,60,31,33,37,57,34
Ric3,76,45,66,49,80,9
Lmo1,19,22,23,20,18,20
Stk33,1,2,1,1,0,0
1700095J03Rik,2,2,2,2,2,1
Trim66,2,4,5,4,10,7
Rpl27a,11292,7926,9618,8952,9605,9118
Snora3,13,11,8,14,10,8
Denn2b,2207,1367,1486,1558,1550,1018
Akip1,263,188,233,227,208,102
BC051019,10,11,5,11,9,7
Ascl3,2,2,1,8,3,3
Tmem9b,2686,1543,2052,2034,2091,1410
Nrip3,31,8,13,14,17,3
Scube2,117,66,95,76,115,39
Dennd5a,958,735,696,742,910,504
Tmem41b,1278,826,1064,1041,1062,397
1600010M07Rik,6,9,11,3,5,1
Ipo7,4032,2580,3246,3482,3373,993
Snora23,6,2,4,5,5,0
Zfp143,549,285,396,400,436,141
Wee1,629,416,495,544,904,338
Swap70,1289,891,1133,1166,1275,456
Sbf2,2438,1581,1976,2501,2354,648
Adm,118,94,104,101,91,26
Ampd3,2430,1771,2191,2500,2763,1134
Rnf141,992,559,744,806,804,253
Lyve1,640,435,487,631,627,228
Mrvi1,1246,674,1007,818,1203,423
Gm16336,2,0,1,1,0,1
Ctr9,2155,1344,1728,1976,2017,683
Eif4g2,24439,16790,19817,20880,21191,6966
1700012D14Rik,8,11,15,16,25,3
Galnt18,159,123,123,129,117,124
Usp47,4752,3249,3859,4064,4066,1104
Dkk3,1022,647,838,974,1232,584
Mical2,4057,2706,3015,3690,4156,2157
Micalcl,444,316,308,367,542,173
Parva,4532,2888,3444,3712,4186,2077
Parvaos,3,3,3,3,3,2
Tead1,1551,929,1133,1366,1489,452
Rassf10,58,45,63,61,60,52
4930543E12Rik,0,0,0,0,0,0
Arntl,1442,926,851,536,263,143
Btbd10,387,266,332,357,357,85
Pth,0,0,0,0,0,0
Far1,5107,2919,3947,4127,4193,1167
Far1os,47,8,26,45,49,1
Spon1,444,454,414,623,664,340
Rras2,1387,906,1006,1169,1245,680
Copb1,5797,3847,4684,5086,4854,1826
Psma1,4394,2512,3632,3281,3052,1424
4933406I18Rik,0,0,1,4,1,2
Pde3b,598,502,491,429,510,194
Cyp2r1,40,19,27,19,18,16
Calca,2,5,4,2,2,0
Calcb,44,38,36,22,45,20
Insc,73,43,69,86,86,66
A730082K24Rik,1,0,0,1,0,0
Sox6,195,193,130,227,292,85
Sox6os,0,3,0,0,4,1
1700003G18Rik,0,1,0,2,3,0
1110004F10Rik,1521,939,1322,1232,1255,907
Plekha7,3639,2372,3078,3266,3491,2133
Rps13,6539,4710,5874,5534,6131,5325
Snord14a,15,7,5,12,8,4
Pik3c2a,2575,1528,1860,2461,2287,537
Nucb2,549,369,430,367,360,160
Xylt1,236,124,113,188,203,87
Rps15a,7259,4796,5920,5687,6338,6927
Arl6ip1,6659,4434,5978,5469,5545,2420
Smg1,5255,3149,3994,5170,4658,973
4930583K01Rik,1,0,0,0,2,1
Gm35083,1,0,0,2,0,0
Syt17,45,42,51,49,47,17
Itpripl2,940,757,764,869,1061,518
Coq7,716,534,554,604,594,354
Tmc7,237,134,127,226,192,53
B230311B06Rik,2,0,1,0,1,1
